,pn,Hospital name,Street address,City,State,Zip code,"Hospital system or, if independent, IPPS/CAH",Is_hospital_a_critical_access_hospital,"Hospital Compare 5-star rating (October 2018, NA=Not Available)",Number of outpatient services,Total private allowed amount for outpatient services ($ millions),Simulated Medicare allowed amount for outpatient services ($ millions),Relative price for outpatient services,Standardized price per outpatient service,Number of inpatient stays,Total private allowed amount for inpatient services ($ millions),Simulated Medicare allowed amount for inpatient services ($ millions),Relative price for inpatient services,Standardized price per inpatient stay,Total private allowed amount for inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for inpatient and outpatient services ($ millions),Relative price for professional inpatient and outpatient services,Relative price for inpatient facility services,Relative_price_for_outpatient_facility_services,Relative price for inpatient and outpatient services,Total private allowed amount for facility inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for facility inpatient and outpatient services ($ millions),Total private allowed amount for professional inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for professional inpatient and outpatient services ($ millions),ZTCA,year,ccr_wtd,ccr_min,ccr_max,beds_adultped_wtd,beds_adultped_min,beds_adultped_max,beds_totadultped_wtd,beds_totadultped_min,beds_totadultped_max,icu_beds_wtd,icu_beds_min,icu_beds_max,ccu_beds_wtd,ccu_beds_min,ccu_beds_max,bicu_beds_wtd,bicu_beds_min,bicu_beds_max,sicu_beds_wtd,sicu_beds_min,sicu_beds_max,othspec_beds_wtd,othspec_beds_min,othspec_beds_max,beds_total_wtd,beds_total_min,beds_total_max,availbeddays_adultped,ipbeddays_adultped,ipdischarges_adultped,income,totcost,margin,uccare_chg_harmonized,uccare_cost_harmonized,netpatrev,othinc,opexp,othexp,donations,invinc,iphosprev,ipgenrev,ipicrev,iprcrev,ipancrev,ipoprev,iptotrev,opancrev,opoprev,optotrev,tottotrev,totinitchcare,ppaychcare,nonmcbaddebt,costuccare_v2010,chguccare,nreports,nfmt96,nfmt10,nno_uncomp,frac_year_covered,covg_begin_dt,covg_end_dt,flag_short,flag_long,Median_Household_Income,Mean_Household_Income,number_of_hospitals_in_the_zcta,number_of_hospitals_in_25_miles
2011,360001,Mercy Hospital Anderson,7500 State Road,Cincinnati,OH,45255,Mercy Health,0,4.0,661.0,1.97,0.76,258% ,$242.63,89.0,1.55,0.8,193% ,"$15,232",3.52,1.56,129% ,212%,293%,225% ,3.1,1.24,0.41,0.32,45255,2018.0,0.18959,0.18959,0.18959,220.0,220.0,220.0,220.0,220.0,220.0,37.0,37.0,37.0,,,,,,,,,,,,,257.0,257.0,257.0,80300.0,42920.0,12950.0,248516816.0,212794800.0,0.14374085,32606548.0,6181875.5,244980897.0,3535915.0,212794798.0,0.0,0.0,50181.0,108747925.0,117133084.0,47459773.0,164592857.0,379996055.0,29341245.0,581998231.0,345177002.0,64823031.0,410037240.0,992035471.0,12669466.0,30019.0,19967101.0,7927316.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,73500,103390,1,1
2012,360002,Uh Samaritan Medical Center,1025 Center St,Ashland,OH,44805,University Hospitals,0,4.0,41.0,0.08,0.03,302% ,$273.32,,,,,,,,,,344%,,,,,,44805,2018.0,0.344789,0.344789,0.344789,33.0,33.0,33.0,33.0,33.0,33.0,6.0,6.0,6.0,,,,,,,,,,,,,39.0,39.0,39.0,12035.0,6485.0,2448.0,82374096.0,68640672.0,0.16672018,6420982.0,2213884.0,78403539.0,3970553.0,68633624.0,7048.0,0.0,0.0,5756905.0,5756905.0,2936497.0,8693402.0,29248720.0,2626733.0,40568855.0,124914035.0,18291111.0,144195641.0,184764496.0,1716273.0,66658.0,4771367.0,2663133.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,51638,67129,1,1
2013,360003,"Univer.Of Cincinnati Med
Center Llc",234 Goodman Street,Cincinnati,OH,45219,UC Health,0,2.0,2704.0,5.88,2.64,223% ,$216.28,251.0,11.75,4.94,238% ,"$28,515",17.63,7.58,149% ,245%,240%,233% ,16.31,6.7,1.32,0.88,45219,2018.0,0.204740827,0.20163399999999998,0.20779699999999998,347.15616439999997,328.0,366.0,347.15616439999997,328.0,366.0,105.0,105.0,105.0,,,,10.0,10.0,10.0,34.0,34.0,34.0,,,,496.15616439999997,477.0,515.0,124678.9962,99526.27915,24130.0075,989820678.3,961294362.5,0.02881968,98254681.78,20170567.53,944333756.0,45486939.96,961294354.8,0.0,0.0,0.0,204017646.6,236718844.7,342477075.0,579195919.8,1534255358.0,123247331.9,2285860410.0,1294949543.0,344372990.3,1724869312.0,4010729723.0,62646204.57,86713.38044,35695190.62,23674918.73,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,28219,38394,2,2
2014,360006,Riverside Methodist Hospital,"3535 Olentangy River
Rd",Columbus,OH,43214,Ohiohealth,0,4.0,524.0,1.75,0.58,302% ,$296.50,103.0,2.39,1.04,230% ,"$18,917",4.13,1.62,120% ,259%,352%,255% ,3.73,1.28,0.41,0.34,43214,2018.0,0.228490468,0.226737,0.230273,571.0493151000001,565.0,577.0,571.0493151000001,565.0,577.0,88.495888,88.0,89.0,30.0,30.0,30.0,,,,,,,,,,689.5452055,684.0,695.0,208491.2622,156618.4638,41943.96588,1442249175.0,1224693428.0,0.15084477,151633776.0,34613249.97,1395679819.0,46569345.38,1224693460.0,0.0,0.0,2963.936973,509527790.6,540966374.0,237438236.5,778404610.5,1706827995.0,99799323.68,2585452996.0,1701435776.0,382757202.3,2092997457.0,4678450453.0,125149484.8,36725.89388,26521021.15,46066429.17,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,72569,92851,1,1
2015,360008,Southern Ohio Medical Center,1805 27th Street,Portsmouth,OH,45662,Ohiohealth,0,3.0,725.0,2.05,0.58,356% ,$336.54,47.0,1.33,0.51,260% ,"$21,864",3.38,1.09,107% ,277%,424%,311% ,3.19,0.91,0.19,0.17,45662,2018.0,0.270061542,0.265059,0.275147,168.5616438,161.0,176.0,168.5616438,161.0,176.0,16.0,16.0,16.0,,,,,,,,,,,,,184.5616438,177.0,192.0,60972.99812999999,40542.77416,10826.75036,388727476.0,366321390.8,0.057639573,30540705.23,8223629.651000001,347706966.2,41020509.29,329924824.3,36396578.02,0.0,0.0,86608053.71,103166088.0,10780826.63,113946914.6,316997479.7,9512109.114,442209310.3,534476990.4,75854501.46,621251420.8,1063460731.0,17883257.07,326931.1975,12984378.35,10342890.43,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,32975,51464,2,2
2016,360009,Lima Memorial Hospital,"1001 Bellefontaine
Avenue",Lima,OH,45804,"ProMedica Health
System",0,2.0,61.0,0.16,0.04,378% ,$326.60,,,,,,,,,,441%,,,,,,45804,2018.0,0.24957100000000002,0.24957100000000002,0.24957100000000002,123.0,123.0,123.0,123.0,123.0,123.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,155.0,155.0,155.0,44895.0,15269.0,6308.0,188111520.0,168514480.0,0.10417778,28944848.0,7223794.5,184291209.0,3820308.0,168514475.0,0.0,0.0,0.0,20831317.0,23411072.0,10676889.0,34087961.0,194803893.0,10225329.0,239117327.0,323823689.0,40465328.0,367976331.0,607093658.0,7569585.0,0.0,21375263.0,7988964.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,34218,43866,1,1
2017,360010,Union Hospital Association,659 Boulevard,Dover,OH,44622,"The Cleveland Clinic
Health System",0,3.0,16.0,0.01,0.01,236% ,$195.75,,,,,,,,,,257%,,,,,,44622,2018.0,0.398441,0.398441,0.398441,90.0,90.0,90.0,90.0,90.0,90.0,10.0,10.0,10.0,28.0,28.0,28.0,,,,,,,,,,128.0,128.0,128.0,32850.0,7589.0,4033.0,107681728.0,116557176.0,-0.082422972,11440829.0,4558495.5,103643749.0,4037982.0,115598137.0,959040.0,0.0,344849.0,5718015.0,7425974.0,13351295.0,20777269.0,37708968.0,4580228.0,65325399.0,124129850.0,46192051.0,181717582.0,247042981.0,5739929.0,135621.0,5836521.0,5126050.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,59542,76678,1,1
2018,360011,Marion General Hospital,"1000 Mckinley Park
Drive",Marion,OH,43302,Ohiohealth,0,2.0,210.0,0.69,0.18,376% ,$353.02,,,,,,,,,,435%,,,,,,43302,2018.0,0.285791723,0.276467,0.295271,157.5123288,156.0,159.0,157.5123288,156.0,159.0,15.0,15.0,15.0,,,,,,,,,,,,,172.5123288,171.0,174.0,57491.998270000004,20779.50625,6539.002546,235400311.4,201749900.8,0.14294973,26069886.17,7440818.007,221913792.9,13486519.53,201749895.3,0.0,0.0,193032.258,45987511.1,59478439.9,10431693.21,69910133.11,143297887.2,13561420.47,226769440.8,325204802.5,83471095.27,408853966.6,635623407.4,18585878.1,1671.627306,7485678.695,10964859.68,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,44943,61235,1,1
2019,360012,St. Anns Hospital,"500 South Cleveland
Avenue",Westerville,OH,43081,Trinity Health,0,3.0,430.0,1.03,0.32,325% ,$318.52,41.0,0.56,0.26,211% ,"$16,648",1.58,0.58,137% ,229%,376% ,273% ,1.43,0.47,0.16,0.11,43081,2018.0,0.246186244,0.244439,0.24790500000000001,221.57808219999998,212.0,231.0,221.57808219999998,212.0,231.0,12.0,12.0,12.0,30.0,30.0,30.0,,,,11.0,11.0,11.0,,,,274.5780822,265.0,284.0,80875.9975,48924.916339999996,17208.6214,367107494.5,324023299.4,0.11736125,42567314.15,10467126.62,341676897.9,25430589.11,324023292.3,0.0,0.0,0.0,180871815.0,180871815.0,70984063.78,251855878.8,325519994.5,0.0,577375873.3,0.0,544104863.9,550700071.9,1128075945.0,28769558.28,171830.2829,13969586.66,12297643.03,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,82999,95029,1,1
2020,360013,Wilson Memorial Hospital,"915 West Michigan
Street",Sidney,OH,45365,"The Ohio State
University Wexner",0,3.0,45.0,0.08,0.03,250% ,$226.73,,,,,,,,,,273%,,,,,,45365,2018.0,0.288943,0.288943,0.288943,54.0,54.0,54.0,54.0,54.0,54.0,7.0,7.0,7.0,,,,,,,,,,,,,61.0,61.0,61.0,19710.0,5321.0,2404.0,88523848.0,79984768.0,0.096460789,8120100.0,2346246.0,84431409.0,4092441.0,79984769.0,0.0,98178.0,2266802.0,7733220.0,9834102.0,1165996.0,11000098.0,35088990.0,3578915.0,51701420.0,161143638.0,30018850.0,197835890.0,249537310.0,1539625.0,0.0,6580475.0,2755013.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,59714,70913,1,1
2021,360014,Obleness Memorial Hospital,55 Hospital Drive,Athens,OH,45701,Ohiohealth,0,4.0,100.0,0.19,0.05,353% ,$363.27,,,,,,,,,,430%,,,,,,45701,2018.0,0.324711921,0.311791,0.33784699999999995,61.02465753,58.0,64.0,61.02465753,58.0,64.0,,,,,,,,,,,,,,,,61.02465753,58.0,64.0,22273.99931,2981.1999170000004,2314.2081559999997,114155028.1,93583839.04,0.18020397,14764437.94,4771051.876,109003991.3,5151037.298,93583839.01,0.0,0.0,1573548.774,13136495.77,13136495.77,0.0,13136495.77,22147481.99,2834550.307,38148418.36,180916954.3,56155929.63,239279167.6,277427586.0,8778987.541000001,4333.8299,5989784.227000001,6410955.245,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,41991,63581,1,1
2022,360016,Jewish Hospital Of Cincinnati,"4777 East Galbraith
Road",Cincinnati,OH,45236,Mercy Health,0,4.0,570.0,1.48,0.64,231% ,$227.65,48.0,1.35,0.53,256% ,"$19,557",2.83,1.17,141% ,268%,259%,243% ,2.55,0.97,0.28,0.2,45236,2018.0,0.205134,0.205134,0.205134,118.0,118.0,118.0,118.0,118.0,118.0,54.0,54.0,54.0,,,,,,,,,,,,,172.0,172.0,172.0,43070.0,34660.0,12170.0,290566432.0,260566080.0,0.10324782,29877786.0,6128950.0,285003377.0,5563043.0,260566086.0,0.0,0.0,0.0,76242339.0,83211054.0,92419288.0,175630342.0,452972703.0,30807322.0,659410367.0,381723703.0,83381367.0,467557436.0,1126967803.0,12285556.0,24633.0,17616863.0,7496575.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,64197,84401,1,1
2023,360017,Grant Medical Center,"111 South Grant
Avenue",Columbus,OH,43215,Ohiohealth,0,2.0,540.0,1.65,0.44,371% ,$359.07,27.0,0.94,0.36,263% ,"$21,985",2.59,0.8,163% ,287%,424%,323% ,2.35,0.65,0.24,0.15,43215,2018.0,0.198563427,0.19759100000000002,0.19952,380.6520548,362.0,399.0,380.6520548,362.0,399.0,35.0,35.0,35.0,,,,,,,,,,,,,415.6520548,397.0,434.0,138840.5765,85914.32892,19249.68436,761928180.1,641883123.6,0.15755429999999998,167771964.2,33327689.27,749315322.9,12612879.63,641883130.3,0.0,0.0,186315.9444,263875076.4,263875076.4,83666611.21,347541687.6,900370105.2,78475263.99,1326544277.0,981645718.0,500806415.7,1511582026.0,2838126303.0,126285667.0,14149.34717,41500446.56,42462147.57,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,66000,92448,1,1
2024,360020,Summa Health System,525 East Market Street,Akron,OH,44309,"Summa Health
System",0,3.0,139.0,0.2,0.08,252% ,$232.65,12.0,0.14,0.11,127% ,"$10,572",0.34,0.19,127% ,131%,288%,179% ,0.3,0.16,0.04,0.03,44309,2018.0,0.12150799999999999,0.12150799999999999,0.12150799999999999,494.0,494.0,494.0,494.0,494.0,494.0,64.0,64.0,64.0,26.0,26.0,26.0,,,,,,,,,,584.0,584.0,584.0,185673.0,104594.0,26395.0,891998400.0,802504064.0,0.10033015,131275248.0,15950993.0,842535605.0,49462770.0,802504078.0,0.0,0.0,17234639.0,498354962.0,546769494.0,323127535.0,869897029.0,1240723620.0,188768699.0,2299389348.0,2161501651.0,635025367.0,2811179901.0,5110569249.0,65400227.0,453977.0,66328995.0,23292653.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,,,1,1
2025,360025,"Firelands Regional Medical
Center",1111 Hayes Avenue,Sandusky,OH,44870,"Firelands Regional
Health System",0,4.0,231.0,0.39,0.16,247% ,$221.41,11.0,0.11,0.07,148% ,"$10,347",0.5,0.23,156% ,145%,273%,215% ,0.43,0.19,0.07,0.04,44870,2018.0,0.320892,0.320892,0.320892,165.0,165.0,165.0,165.0,165.0,165.0,18.0,18.0,18.0,,,,,,,,,,,,,183.0,183.0,183.0,60225.0,32607.0,8583.0,244337664.0,246833872.0,-0.010216223,17183748.0,5514127.5,231631232.0,12706426.0,246860280.0,-26406.0,2051766.0,297597.0,40058614.0,46615084.0,7611997.0,54227081.0,151131057.0,7537547.0,215305080.0,359048484.0,34693284.0,408331968.0,623637048.0,10698260.0,55885.0,6541374.0,11804615.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,44817,60172,1,1
2026,360026,Greene Memorial Hospital  Inc.,"1141 North Monroe
Drive",Xenia,OH,45385,"Kettering Health
Network",0,3.0,67.0,0.09,0.02,377% ,$332.77,,,,,,,,,,421%,,,,,,45385,2018.0,0.163128,0.163128,0.163128,41.0,41.0,41.0,41.0,41.0,41.0,8.0,8.0,8.0,,,,,,,,,,,,,49.0,49.0,49.0,14965.0,7644.0,2289.0,54723516.0,57755104.0,-0.055398267,10155374.0,1656625.875,50376479.0,4347037.0,57606638.0,148465.0,0.0,7950.0,24884591.0,24884591.0,8224672.0,33109263.0,67261824.0,8372082.0,108743169.0,149068611.0,56270905.0,207832311.0,316575480.0,5133673.0,21473.0,5043174.0,2091989.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,57511,78627,1,1
2027,360027,Akron General Medical Center,"1 Akron General
Avenue",Akron,OH,44307,"The Cleveland Clinic
Health System",0,3.0,125.0,0.2,0.08,248% ,$221.49,17.0,0.22,0.15,154% ,"$12,651",0.42,0.23,153% ,158% ,265%,187% ,0.36,0.19,0.06,0.04,44307,2018.0,0.1873,0.1873,0.1873,315.0,315.0,315.0,315.0,315.0,315.0,34.0,34.0,34.0,34.0,34.0,34.0,,,,,,,,,,383.0,383.0,383.0,114575.0,78993.0,24183.0,625559360.0,540352192.0,0.13620956,58970024.0,11045085.0,608889666.0,16669671.0,540352183.0,0.0,0.0,-6769136.0,224287047.0,250333390.0,131920251.0,382253641.0,665615520.0,84677248.0,1137158092.0,967533503.0,421402127.0,1396670339.0,2533828431.0,40459213.0,22201.0,18533013.0,13766611.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,23009,31530,1,1
2028,360029,Wood County Hospital,"950 West Wooster
Street",Bowling Green,OH,43402,Independent (IPPS),0,3.0,101.0,0.2,0.07,293% ,$272.73,,,,,,,,,,342%,,,,,,43402,2018.0,0.371945808,0.368906,0.37503600000000004,93.0,93.0,93.0,93.0,93.0,93.0,10.0,10.0,10.0,,,,,,,,,,,,,103.0,103.0,103.0,33944.99899,6578.254607,2554.939649,98764591.31,91450494.42,0.074055858,9100958.35,3380961.8860000004,93508666.84,5255921.971,91416153.05,34343.38615,1579496.0680000002,1229269.249,7214145.057,7214145.057,2567588.049,9781733.106,33470577.96,2245465.1040000003,47069747.81,133816482.3,28879718.37,162696200.6,209765948.4,3255514.9930000002,0.0,5845443.357000001,4001623.8060000003,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,45767,63628,1,1
2029,360032,"Joint Township District
Memorial Hospital",200 Saint Clair Street,Saint Marys,OH,45885,Independent (IPPS),0,4.0,42.0,0.04,0.01,315% ,$366.92,,,,,,,,,,421%,,,,,,45885,2018.0,0.40554,0.40554,0.40554,30.0,30.0,30.0,30.0,30.0,30.0,6.0,6.0,6.0,,,,,,,,,,,,,36.0,36.0,36.0,10950.0,4454.0,1732.0,86490648.0,79113872.0,0.08528986599999999,4837468.0,1961786.75,86490646.0,0.0,78688844.0,425031.0,0.0,0.0,7535245.0,11771091.0,2068714.0,13839805.0,25403769.0,1534749.0,44356528.0,80449705.0,24374741.0,123069865.0,167426393.0,212653.0,0.0,4624815.0,2047435.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,62426,70653,1,1
2030,360035,Mount Carmel Health,793 West State Street,Columbus,OH,43222,Trinity Health,0,2.0,578.0,1.7,0.59,289% ,$259.93,64.0,1.41,0.56,250% ,"$19,329",3.11,1.15,148% ,264%,323%,270% ,2.84,0.97,0.27,0.18,43222,2018.0,0.23995521600000003,0.23171,0.24806599999999998,456.71232879999997,422.0,492.0,456.71232879999997,422.0,492.0,39.536986999999996,35.0,44.0,73.504112,73.0,74.0,,,,41.4137,31.0,52.0,,,,611.1671233,571.0,652.0,166779.6447,101177.4739,32650.8237,766799621.0,741971211.4,0.032379266000000004,79530660.79,19108827.87,735071984.7,31727651.18,741155846.7,815342.2677,0.0,255397.1477,385910693.8,393629231.2,198822573.6,592451804.8,738281990.5,94818143.14,1425551938.0,802746283.3,339949240.1,1154412736.0,2579964674.0,52476872.42,257616.4002,27311403.26,23357809.08,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,27266,36837,1,1
2031,360036,Wooster Community Hospital,1761 Beall Avenue,Wooster,OH,44691,QHR,0,4.0,37.0,0.06,0.04,150% ,$130.13,,,,,,,,,,152%,,,,,,44691,2018.0,0.394067,0.394067,0.394067,90.0,90.0,90.0,90.0,90.0,90.0,14.0,14.0,14.0,,,,,,,,,,,,,104.0,104.0,104.0,32878.0,14770.0,5977.0,144909584.0,140510480.0,0.030357579,7082623.0,2791028.0,137419639.0,7489945.0,128970473.0,11540000.0,0.0,0.0,19968510.0,26829370.0,3182050.0,30011420.0,72192047.0,5787642.0,107991109.0,158494510.0,24778942.0,185453337.0,293444446.0,1064409.0,0.0,6018214.0,3147826.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,55143,70171,1,1
2032,360039,Genesis Healthcare System,2951 Maple Avenue,Zanesville,OH,43701,"Genesis Healthcare
System",0,4.0,105.0,0.17,0.06,261% ,$261.42,,,,,,,,,,296%,,,,,,43701,2018.0,0.268706,0.268706,0.268706,234.0,234.0,234.0,234.0,234.0,234.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,282.0,282.0,282.0,85410.0,38720.0,13909.0,418779168.0,382991680.0,0.08545670699999999,24931238.0,6699173.0,398673230.0,20105925.0,375475360.0,7516326.0,0.0,0.0,90640241.0,90640241.0,41015168.0,131655409.0,282743669.0,38751729.0,456203839.0,591154168.0,179298126.0,780816992.0,1237020831.0,13141374.0,0.0,11789864.0,11331542.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,43326,59402,1,1
2033,360040,Knox Community Hospital,1330 Coshocton Road,Mount Vernon,OH,43050,QHR,0,2.0,115.0,0.28,0.08,370% ,$341.60,,,,,,,,,,439%,,,,,,43050,2018.0,0.304122,0.304122,0.304122,53.0,53.0,53.0,53.0,53.0,53.0,12.0,12.0,12.0,,,,,,,,,,,,,65.0,65.0,65.0,19345.0,9403.0,3553.0,169758960.0,163581056.0,0.036392212,8515697.0,2589810.75,165660171.0,4098792.0,163500410.0,80646.0,2133030.0,-2338837.0,12660548.0,12660548.0,5649759.0,18310307.0,74382937.0,5937025.0,106232514.0,231796404.0,57705392.0,327371947.0,433604461.0,615321.0,0.0,7900376.0,3369312.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,52441,62815,1,1
2034,360041,Uh Parma Medical Center,7007 Powers Boulevard,Parma,OH,44129,University Hospitals,0,5.0,36.0,0.05,0.03,134% ,$123.94,,,,,,,,,,145% ,,,,,,44129,2018.0,0.24509,0.24509,0.24509,200.0,200.0,200.0,200.0,200.0,200.0,16.0,16.0,16.0,14.0,14.0,14.0,,,,,,,,,,230.0,230.0,230.0,73015.0,28614.0,9006.0,177975248.0,178505120.0,-0.0029772229999999998,17298462.0,4239680.0,175103613.0,2871629.0,178505112.0,0.0,0.0,0.0,47477014.0,58813155.0,19604411.0,78417566.0,202156206.0,13741271.0,294315043.0,281411569.0,96049794.0,383136206.0,677451249.0,5380692.0,0.0,11917770.0,4736106.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,57064,67119,1,1
2035,360044,Wayne Hospital Company,835 Sweitzer Street,Greenville,OH,45331,"The Ohio State
University Wexner",0,4.0,45.0,0.12,0.03,394% ,$407.66,,,,,,,,,,516%,,,,,,45331,2018.0,0.325204,0.325204,0.325204,34.0,34.0,34.0,34.0,34.0,34.0,6.0,6.0,6.0,,,,,,,,,,,,,40.0,40.0,40.0,12410.0,2934.0,1834.0,58766508.0,60194644.0,-0.02430187,7147897.0,2324524.75,55619246.0,3147262.0,54831900.0,5362743.0,0.0,3147262.0,6693204.0,9783846.0,3214328.0,12998174.0,17425238.0,0.0,30423412.0,0.0,123009108.0,123009108.0,153432520.0,2238816.0,120563.0,5029644.0,2905010.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,48142,61359,1,1
2036,360046,"Mccullough-Hyde Memorial
Hospital",110 North Poplar Street,Oxford,OH,45056,TriHealth,0,3.0,261.0,0.35,0.14,257% ,$268.13,15.0,0.2,0.14,144% ,"$12,255",0.55,0.28,121% ,146%,317%,199% ,0.48,0.22,0.07,0.06,45056,2018.0,0.304729175,0.286952,0.322801,41.0,41.0,41.0,41.0,41.0,41.0,4.0,4.0,4.0,,,,,,,,,,,,,45.0,45.0,45.0,14964.99955,5318.851892000001,2026.062952,59394269.73,57792786.47,0.026963598999999998,6190587.953,1871472.323,58033713.9,1360556.35,52521022.02,5271764.451,0.0,0.0,7751586.429,7751586.429,1584458.5459999999,9336044.974,28069094.77,4223107.472,41628311.76,80763729.11,28753186.71,111425852.5,153054164.2,2046617.112,36915.04349,4180885.885,2197392.504,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,44363,66343,1,1
2037,360048,Univ Of Toledo Medl Center,3000 Arlington Avenue,Toledo,OH,43699,"The University of
Toledo Medical",0,1.0,199.0,0.22,0.16,137% ,$113.94,,,,,,,,,,142%,,,,,,43699,2018.0,0.236023652,0.233508,0.238581,184.0,184.0,184.0,184.0,184.0,184.0,,,,,,,,,,10.0,10.0,10.0,18.0,18.0,18.0,212.0,212.0,212.0,67159.99799999999,43473.49183,10082.2353,300054750.5,303602564.1,-0.011823887,12629581.83,2974242.564,289181294.3,10873454.75,303602568.0,0.0,0.0,317298.3079,169945417.4,183590451.7,51459272.69,235049724.4,367588912.4,19378283.54,627076674.0,504319729.3,78452303.21,584013865.6,1211090540.0,4581911.834,36351.69164,8084021.683999999,4409367.051,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,,,1,1
2038,360051,Miami Valley Hospital,One Wyoming Street,Dayton,OH,45409,Premier Health,0,5.0,554.0,1.17,0.43,276% ,$253.20,53.0,1.67,0.67,248% ,"$20,712",2.85,1.1,131% ,267%,318%,259% ,2.6,0.91,0.25,0.19,45409,2018.0,0.208414,0.208414,0.208414,574.0,574.0,574.0,574.0,574.0,574.0,169.0,169.0,169.0,,,,10.0,10.0,10.0,,,,,,,753.0,753.0,753.0,209500.0,116697.0,34557.0,925300928.0,943996544.0,-0.020204904,107375928.0,22378646.0,910705982.0,14594932.0,943996513.0,0.0,0.0,0.0,472904280.0,528179125.0,239690082.0,767869207.0,1395824162.0,7998923.0,2195859177.0,0.0,1649396450.0,1670846376.0,3866705553.0,47886073.0,42231.0,59532089.0,24108856.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,64111,82353,1,1
2039,360052,Good Samaritan Hospital,2222 Philadelphia Drive,Dayton,OH,45406,"Catholic Health
Initiatives",0,,150.0,0.28,0.11,246% ,$226.76,,,,,,,,,,269%,,,,,,45406,2018.0,0.224775,0.224775,0.224775,205.0,205.0,205.0,205.0,205.0,205.0,37.0,37.0,37.0,6.0,6.0,6.0,,,,,,,,,,248.0,248.0,248.0,41551.0,18377.0,5341.0,157611808.0,172964016.0,-0.097405188,33689560.0,7572571.0,145997856.0,11613955.0,172964022.0,0.0,0.0,0.0,73225740.0,73225740.0,21219776.0,94445516.0,195410113.0,0.0,289855629.0,349438000.0,39181675.0,388619675.0,678475304.0,26803188.0,15746.0,6902117.0,16441669.0,,1.0,0.0,1.0,0.0,0.55890411,1-Jan-18,23-Jul-18,1.0,0.0,28701,44425,1,1
2040,360054,Holzer,100 Jackson Pike,Gallipolis,OH,45631,Holzer Health System,0,2.0,43.0,0.06,0.01,440% ,$377.82,,,,,,,,,,378% ,,,,,,45631,2018.0,0.305362721,0.303881,0.306869,143.0,143.0,143.0,143.0,143.0,143.0,14.0,14.0,14.0,,,,,,,,,,,,,157.0,157.0,157.0,52194.998439999996,12153.59689,4131.909471,174673456.6,135264459.0,0.22561526,9227161.54,2817407.265,173153058.9,1520399.231,135264459.0,0.0,0.0,0.0,18086812.6,28879922.9,5141637.661,34021560.56,94867291.42,6104120.197000001,135234738.0,281612535.3,103611741.5,386828936.0,522063674.0,208693.7083,0.0,9018467.832,3529270.25,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,45766,65354,1,1
